Date/Time,Step Count (count) 
2019-04-14 00:00:00,9207
2019-04-15 00:00:00,5946
2019-04-16 00:00:00,6615
2019-04-17 00:00:00,5933
2019-04-18 00:00:00,4862
2019-04-19 00:00:00,15584
2019-04-20 00:00:00,14460
2019-04-21 00:00:00,14523
2019-04-22 00:00:00,4777
2019-04-23 00:00:00,5854
2019-04-24 00:00:00,2890
2019-04-25 00:00:00,8078
2019-04-26 00:00:00,3086
2019-04-27 00:00:00,11499
2019-04-28 00:00:00,7102
2019-04-29 00:00:00,11523
2019-04-30 00:00:00,11087
2019-05-01 00:00:00,7684
2019-05-02 00:00:00,3394
2019-05-03 00:00:00,1430
2019-05-04 00:00:00,8896
2019-05-05 00:00:00,5979
2019-05-06 00:00:00,3717
2019-05-07 00:00:00,5222
2019-05-08 00:00:00,4963
2019-05-09 00:00:00,10808
2019-05-10 00:00:00,3069
2019-05-11 00:00:00,8670
2019-05-12 00:00:00,4549
2019-05-13 00:00:00,6463
2019-05-14 00:00:00,7758
2019-05-15 00:00:00,3049
2019-05-16 00:00:00,4404
2019-05-17 00:00:00,4007
2019-05-18 00:00:00,12767
2019-05-19 00:00:00,3810
2019-05-20 00:00:00,5052
2019-05-21 00:00:00,4772
2019-05-22 00:00:00,7898
2019-05-23 00:00:00,3740
2019-05-24 00:00:00,11868
2019-05-25 00:00:00,8060
2019-05-26 00:00:00,6807
2019-05-27 00:00:00,2254
2019-05-28 00:00:00,4688
2019-05-29 00:00:00,7477
2019-05-30 00:00:00,11785
2019-05-31 00:00:00,5058
2019-06-01 00:00:00,6845
2019-06-02 00:00:00,4388
2019-06-03 00:00:00,2801
2019-06-04 00:00:00,6010
2019-06-05 00:00:00,10135
2019-06-06 00:00:00,6654
2019-06-07 00:00:00,14195
2019-06-08 00:00:00,4355
2019-06-09 00:00:00,4534
2019-06-10 00:00:00,6376
2019-06-11 00:00:00,8653
2019-06-12 00:00:00,9909
2019-06-13 00:00:00,5251
2019-06-14 00:00:00,7464
2019-06-15 00:00:00,7640
2019-06-16 00:00:00,8717
2019-06-17 00:00:00,3163
2019-06-18 00:00:00,7856
2019-06-19 00:00:00,11010
2019-06-20 00:00:00,13614
2019-06-21 00:00:00,9404
2019-06-22 00:00:00,5561
2019-06-23 00:00:00,5978
2019-06-24 00:00:00,8723
2019-06-25 00:00:00,6593
2019-06-26 00:00:00,10722
2019-06-27 00:00:00,10459
2019-06-28 00:00:00,9438
2019-06-29 00:00:00,10066
2019-06-30 00:00:00,5480
2019-07-01 00:00:00,2849
2019-07-02 00:00:00,8380
2019-07-03 00:00:00,6395
2019-07-04 00:00:00,11493
2019-07-05 00:00:00,13267
2019-07-06 00:00:00,16268
2019-07-07 00:00:00,4852
2019-07-08 00:00:00,9927
2019-07-09 00:00:00,6134
2019-07-10 00:00:00,9542
2019-07-11 00:00:00,3346
2019-07-12 00:00:00,11325
2019-07-13 00:00:00,8896
2019-07-14 00:00:00,5158
2019-07-15 00:00:00,4922
2019-07-16 00:00:00,5229
2019-07-17 00:00:00,7797
2019-07-18 00:00:00,6808
2019-07-19 00:00:00,3964
2019-07-20 00:00:00,3433
2019-07-21 00:00:00,5653
2019-07-22 00:00:00,2833
2019-07-23 00:00:00,8577
2019-07-24 00:00:00,5748
2019-07-25 00:00:00,11690
2019-07-26 00:00:00,4419
2019-07-27 00:00:00,2970
2019-07-28 00:00:00,3928
2019-07-29 00:00:00,1634
2019-07-30 00:00:00,7811
2019-07-31 00:00:00,10590
2019-08-01 00:00:00,6088
2019-08-02 00:00:00,6829
2019-08-03 00:00:00,11094
2019-08-04 00:00:00,6667
2019-08-05 00:00:00,7527
2019-08-06 00:00:00,11799
2019-08-07 00:00:00,9735
2019-08-08 00:00:00,13527
2019-08-09 00:00:00,19603
2019-08-10 00:00:00,16146
2019-08-11 00:00:00,4982
2019-08-12 00:00:00,21972
2019-08-13 00:00:00,22717
2019-08-14 00:00:00,14249
2019-08-15 00:00:00,20182
2019-08-16 00:00:00,6198
2019-08-17 00:00:00,13936
2019-08-18 00:00:00,939
2019-08-19 00:00:00,114
2019-08-20 00:00:00,4448
2019-08-21 00:00:00,1924
2019-08-22 00:00:00,286
2019-08-23 00:00:00,1101
2019-08-24 00:00:00,803
2019-08-25 00:00:00,2138
2019-08-26 00:00:00,6452
2019-08-27 00:00:00,15134
2019-08-28 00:00:00,11600
2019-08-29 00:00:00,8643
2019-08-30 00:00:00,7546
2019-08-31 00:00:00,7075
2019-09-01 00:00:00,3114
2019-09-02 00:00:00,22551
2019-09-03 00:00:00,10868
2019-09-04 00:00:00,16481
2019-09-05 00:00:00,15802
2019-09-06 00:00:00,8984
2019-09-07 00:00:00,18368
2019-09-08 00:00:00,19292
2019-09-09 00:00:00,13273
2019-09-10 00:00:00,5361
2019-09-11 00:00:00,8954
2019-09-12 00:00:00,18859
2019-09-13 00:00:00,12206
2019-09-14 00:00:00,13215
2019-09-15 00:00:00,3397
2019-09-16 00:00:00,7600
2019-09-17 00:00:00,6319
2019-09-18 00:00:00,18066
2019-09-19 00:00:00,11854
2019-09-20 00:00:00,5992
2019-09-21 00:00:00,5336
2019-09-22 00:00:00,3298
2019-09-23 00:00:00,3079
2019-09-24 00:00:00,5990
2019-09-25 00:00:00,17818
2019-09-26 00:00:00,12142
2019-09-27 00:00:00,3263
2019-09-28 00:00:00,3337
2019-09-29 00:00:00,4169
2019-09-30 00:00:00,7742
2019-10-01 00:00:00,11887
2019-10-02 00:00:00,7967
2019-10-03 00:00:00,14689
2019-10-04 00:00:00,9421
2019-10-05 00:00:00,4169
2019-10-06 00:00:00,3597
2019-10-07 00:00:00,9208
2019-10-08 00:00:00,3676
2019-10-09 00:00:00,2756
2019-10-10 00:00:00,6097
2019-10-11 00:00:00,3573
2019-10-12 00:00:00,4395
2019-10-13 00:00:00,4159
2019-10-14 00:00:00,1233
2019-10-15 00:00:00,11442
2019-10-16 00:00:00,9695
2019-10-17 00:00:00,10247
2019-10-18 00:00:00,6956
2019-10-19 00:00:00,10677
2019-10-20 00:00:00,5721
2019-10-21 00:00:00,9610
2019-10-22 00:00:00,7436
2019-10-23 00:00:00,9785
2019-10-24 00:00:00,10998
2019-10-25 00:00:00,5896
2019-10-26 00:00:00,8229
2019-10-27 00:00:00,17398
2019-10-28 00:00:00,5519
2019-10-29 00:00:00,7920
2019-10-30 00:00:00,6061
2019-10-31 00:00:00,5674
2019-11-01 00:00:00,5241
2019-11-02 00:00:00,2742
2019-11-03 00:00:00,5612
2019-11-04 00:00:00,3287
2019-11-05 00:00:00,9077
2019-11-06 00:00:00,5284
2019-11-07 00:00:00,9831
2019-11-08 00:00:00,13992
2019-11-09 00:00:00,13476
2019-11-10 00:00:00,3044
2019-11-11 00:00:00,3195
2019-11-12 00:00:00,5627
2019-11-13 00:00:00,6300
2019-11-14 00:00:00,8822
2019-11-15 00:00:00,8293
2019-11-16 00:00:00,2881
2019-11-17 00:00:00,2650
2019-11-18 00:00:00,3383
2019-11-19 00:00:00,10477
2019-11-20 00:00:00,4781
2019-11-21 00:00:00,4936
2019-11-22 00:00:00,10120
2019-11-23 00:00:00,6185
2019-11-24 00:00:00,2864
2019-11-25 00:00:00,80
2019-11-26 00:00:00,7446
2019-11-27 00:00:00,3777
2019-11-28 00:00:00,4108
2019-11-29 00:00:00,2182
2019-11-30 00:00:00,8509
2019-12-01 00:00:00,2218
2019-12-02 00:00:00,4553
2019-12-03 00:00:00,4444
2019-12-04 00:00:00,8313
2019-12-05 00:00:00,3355
2019-12-06 00:00:00,10846
2019-12-07 00:00:00,4887
2019-12-08 00:00:00,7320
2019-12-09 00:00:00,3221
2019-12-10 00:00:00,4359
2019-12-11 00:00:00,13336
2019-12-12 00:00:00,3509
2019-12-13 00:00:00,3328
2019-12-14 00:00:00,2072
2019-12-15 00:00:00,4786
2019-12-16 00:00:00,3118
2019-12-17 00:00:00,4079
2019-12-18 00:00:00,6436
2019-12-19 00:00:00,9089
2019-12-20 00:00:00,10734
2019-12-21 00:00:00,7303
2019-12-22 00:00:00,4121
2019-12-23 00:00:00,10724
2019-12-24 00:00:00,7811
2019-12-25 00:00:00,2547
2019-12-26 00:00:00,9586
2019-12-27 00:00:00,5890
2019-12-28 00:00:00,3021
2019-12-29 00:00:00,3220
2019-12-30 00:00:00,7779
2019-12-31 00:00:00,3244
2020-01-01 00:00:00,5268
2020-01-02 00:00:00,4365
2020-01-03 00:00:00,5282
2020-01-04 00:00:00,1752
2020-01-05 00:00:00,12630
2020-01-06 00:00:00,5369
2020-01-07 00:00:00,3874
2020-01-08 00:00:00,4103
2020-01-09 00:00:00,8618
2020-01-10 00:00:00,7595
2020-01-11 00:00:00,1115
2020-01-12 00:00:00,9964
2020-01-13 00:00:00,2888
2020-01-14 00:00:00,7077
2020-01-15 00:00:00,64
2020-01-16 00:00:00,2750
2020-01-17 00:00:00,10865
2020-01-18 00:00:00,7425
2020-01-19 00:00:00,8852
2020-01-20 00:00:00,3063
2020-01-21 00:00:00,5811
2020-01-22 00:00:00,2902
2020-01-23 00:00:00,11943
2020-01-24 00:00:00,4678
2020-01-25 00:00:00,8782
2020-01-26 00:00:00,10562
2020-01-27 00:00:00,6831
2020-01-28 00:00:00,5328
2020-01-29 00:00:00,4566
2020-01-30 00:00:00,7990
2020-01-31 00:00:00,6186
2020-02-01 00:00:00,4603
2020-02-02 00:00:00,1044
2020-02-03 00:00:00,4738
2020-02-04 00:00:00,10233
2020-02-05 00:00:00,5268
2020-02-06 00:00:00,2762
2020-02-07 00:00:00,4594
2020-02-08 00:00:00,4596
2020-02-09 00:00:00,2905
2020-02-10 00:00:00,842
2020-02-11 00:00:00,7535
2020-02-12 00:00:00,5819
2020-02-13 00:00:00,2126
2020-02-14 00:00:00,8742
2020-02-15 00:00:00,11855
2020-02-16 00:00:00,6896
2020-02-17 00:00:00,840
2020-02-18 00:00:00,2228
2020-02-19 00:00:00,5266
2020-02-20 00:00:00,3303
2020-02-21 00:00:00,11245
2020-02-22 00:00:00,4418
2020-02-23 00:00:00,5127
2020-02-24 00:00:00,10049
2020-02-25 00:00:00,4601
2020-02-26 00:00:00,4676
2020-02-27 00:00:00,3259
2020-02-28 00:00:00,5101
2020-02-29 00:00:00,4905
2020-03-01 00:00:00,5588
2020-03-02 00:00:00,1650
2020-03-03 00:00:00,2254
2020-03-04 00:00:00,2878
2020-03-05 00:00:00,2914
2020-03-06 00:00:00,6919
2020-03-07 00:00:00,3917
2020-03-08 00:00:00,5649
2020-03-09 00:00:00,14604
2020-03-10 00:00:00,5386
2020-03-11 00:00:00,5759
2020-03-12 00:00:00,11098
2020-03-13 00:00:00,9443
2020-03-14 00:00:00,18862
2020-03-15 00:00:00,16390
2020-03-16 00:00:00,7359
2020-03-17 00:00:00,13766
2020-03-18 00:00:00,15557
2020-03-19 00:00:00,10265
2020-03-20 00:00:00,11210
2020-03-21 00:00:00,5529
2020-03-22 00:00:00,20818
2020-03-23 00:00:00,8802
2020-03-24 00:00:00,10523
2020-03-25 00:00:00,11215
2020-03-26 00:00:00,10996
2020-03-27 00:00:00,9195
2020-03-28 00:00:00,8038
2020-03-29 00:00:00,7714
2020-03-30 00:00:00,7450
2020-03-31 00:00:00,8959
2020-04-01 00:00:00,9485
2020-04-02 00:00:00,3922
2020-04-03 00:00:00,10413
2020-04-04 00:00:00,11430
2020-04-05 00:00:00,14541
2020-04-06 00:00:00,8622
2020-04-07 00:00:00,9613
2020-04-08 00:00:00,9250
2020-04-09 00:00:00,12889
2020-04-10 00:00:00,11687
2020-04-11 00:00:00,16305
2020-04-12 00:00:00,8043
2020-04-13 00:00:00,20108
2020-04-14 00:00:00,7314
2020-04-15 00:00:00,10809
2020-04-16 00:00:00,11075
2020-04-17 00:00:00,11351
2020-04-18 00:00:00,12992
2020-04-19 00:00:00,16277
2020-04-20 00:00:00,5770
2020-04-21 00:00:00,10415
2020-04-22 00:00:00,5974
2020-04-23 00:00:00,11212
2020-04-24 00:00:00,12414
2020-04-25 00:00:00,12943
2020-04-26 00:00:00,7726
2020-04-27 00:00:00,6395
2020-04-28 00:00:00,9686
2020-04-29 00:00:00,9868
2020-04-30 00:00:00,5994
2020-05-01 00:00:00,14413
2020-05-02 00:00:00,6372
2020-05-03 00:00:00,11826
2020-05-04 00:00:00,5321
2020-05-05 00:00:00,13597
2020-05-06 00:00:00,6501
2020-05-07 00:00:00,5606
2020-05-08 00:00:00,7023
2020-05-09 00:00:00,11211
2020-05-10 00:00:00,18810
2020-05-11 00:00:00,10260
2020-05-12 00:00:00,5605
2020-05-13 00:00:00,6228
2020-05-14 00:00:00,7218
2020-05-15 00:00:00,8045
2020-05-16 00:00:00,11770
2020-05-17 00:00:00,6230
2020-05-18 00:00:00,11294
2020-05-19 00:00:00,7888
2020-05-20 00:00:00,8873
2020-05-21 00:00:00,24121
2020-05-22 00:00:00,3782
2020-05-23 00:00:00,9842
2020-05-24 00:00:00,6523
2020-05-25 00:00:00,9197
2020-05-26 00:00:00,7595
2020-05-27 00:00:00,5943
2020-05-28 00:00:00,11107
2020-05-29 00:00:00,9431
2020-05-30 00:00:00,4846
2020-05-31 00:00:00,15041
2020-06-01 00:00:00,2123
2020-06-02 00:00:00,13012
2020-06-03 00:00:00,2587
2020-06-04 00:00:00,8855
2020-06-05 00:00:00,5849
2020-06-06 00:00:00,15011
2020-06-07 00:00:00,599
2020-06-08 00:00:00,748
2020-06-09 00:00:00,4805
2020-06-10 00:00:00,3487
2020-06-11 00:00:00,6280
2020-06-12 00:00:00,14872
2020-06-13 00:00:00,4058
2020-06-14 00:00:00,10116
2020-06-15 00:00:00,7986
2020-06-16 00:00:00,5580
2020-06-17 00:00:00,8447
2020-06-18 00:00:00,9393
2020-06-19 00:00:00,1047
2020-06-20 00:00:00,12108
2020-06-21 00:00:00,7649
2020-06-22 00:00:00,5987
2020-06-23 00:00:00,6557
2020-06-24 00:00:00,7210
2020-06-25 00:00:00,11375
2020-06-26 00:00:00,9891
2020-06-27 00:00:00,10864
2020-06-28 00:00:00,4989
2020-06-29 00:00:00,9647
2020-06-30 00:00:00,6891
2020-07-01 00:00:00,5731
2020-07-02 00:00:00,13544
2020-07-03 00:00:00,16067
2020-07-04 00:00:00,4179
2020-07-05 00:00:00,9319
2020-07-06 00:00:00,4888
2020-07-07 00:00:00,6019
2020-07-08 00:00:00,1919
2020-07-09 00:00:00,10120
2020-07-10 00:00:00,8943
2020-07-11 00:00:00,12383
2020-07-12 00:00:00,5722
2020-07-13 00:00:00,1060
2020-07-14 00:00:00,2627
2020-07-15 00:00:00,6994
2020-07-16 00:00:00,6778
2020-07-17 00:00:00,1823
2020-07-18 00:00:00,12346
2020-07-19 00:00:00,5205
2020-07-20 00:00:00,2230
2020-07-21 00:00:00,2240
2020-07-22 00:00:00,3645
2020-07-23 00:00:00,8680
2020-07-24 00:00:00,3482
2020-07-25 00:00:00,4870
2020-07-26 00:00:00,3526
2020-07-27 00:00:00,7285
2020-07-28 00:00:00,4651
2020-07-29 00:00:00,3828
2020-07-30 00:00:00,2786
2020-07-31 00:00:00,6259
2020-08-01 00:00:00,10018
2020-08-02 00:00:00,3302
2020-08-03 00:00:00,769
2020-08-04 00:00:00,1894
2020-08-05 00:00:00,6661
2020-08-06 00:00:00,9629
2020-08-07 00:00:00,2972
2020-08-08 00:00:00,19989
2020-08-09 00:00:00,6527
2020-08-10 00:00:00,2287
2020-08-11 00:00:00,2342
2020-08-12 00:00:00,75
2020-08-13 00:00:00,10361
2020-08-14 00:00:00,2271
2020-08-15 00:00:00,4881
2020-08-16 00:00:00,2503
2020-08-17 00:00:00,1371
2020-08-18 00:00:00,1394
2020-08-19 00:00:00,1716
2020-08-20 00:00:00,1873
2020-08-21 00:00:00,5716
2020-08-22 00:00:00,1892
2020-08-23 00:00:00,3735
2020-08-24 00:00:00,1757
2020-08-25 00:00:00,2055
2020-08-26 00:00:00,3945
2020-08-27 00:00:00,17656
2020-08-28 00:00:00,6163
2020-08-29 00:00:00,7702
2020-08-30 00:00:00,730
2020-08-31 00:00:00,7652
2020-09-01 00:00:00,4374
2020-09-02 00:00:00,5847
2020-09-03 00:00:00,439
2020-09-04 00:00:00,2010
2020-09-05 00:00:00,6883
2020-09-06 00:00:00,4001
2020-09-07 00:00:00,4502
2020-09-08 00:00:00,4991
2020-09-09 00:00:00,8431
2020-09-10 00:00:00,13009
2020-09-11 00:00:00,13315
2020-09-12 00:00:00,13301
2020-09-13 00:00:00,16271
2020-09-14 00:00:00,8651
2020-09-15 00:00:00,14646
2020-09-16 00:00:00,15206
2020-09-17 00:00:00,5154
2020-09-18 00:00:00,2635
2020-09-19 00:00:00,8088
2020-09-20 00:00:00,4276
2020-09-21 00:00:00,2229
2020-09-22 00:00:00,1705
2020-09-23 00:00:00,2481
2020-09-24 00:00:00,5850
2020-09-25 00:00:00,3359
2020-09-26 00:00:00,17633
2020-09-27 00:00:00,10853
2020-09-28 00:00:00,2909
2020-09-29 00:00:00,2043
2020-09-30 00:00:00,7004
2020-10-01 00:00:00,1504
2020-10-02 00:00:00,4958
2020-10-03 00:00:00,12090
2020-10-04 00:00:00,3806
2020-10-05 00:00:00,1452
2020-10-06 00:00:00,3980
2020-10-07 00:00:00,4826
2020-10-08 00:00:00,10792
2020-10-09 00:00:00,3717
2020-10-10 00:00:00,5594
2020-10-11 00:00:00,3244
2020-10-12 00:00:00,1337
2020-10-13 00:00:00,3643
2020-10-14 00:00:00,4412
2020-10-15 00:00:00,5131
2020-10-16 00:00:00,9697
2020-10-17 00:00:00,7096
2020-10-18 00:00:00,3660
2020-10-19 00:00:00,1378
2020-10-20 00:00:00,1271
2020-10-21 00:00:00,5366
2020-10-22 00:00:00,10563
2020-10-23 00:00:00,2056
2020-10-24 00:00:00,5458
2020-10-25 00:00:00,2993
2020-10-26 00:00:00,1099
2020-10-27 00:00:00,4532
2020-10-28 00:00:00,460
2020-10-29 00:00:00,9143
2020-10-30 00:00:00,2861
2020-10-31 00:00:00,8037
2020-11-01 00:00:00,2685
2020-11-02 00:00:00,8603
2020-11-03 00:00:00,7933
2020-11-04 00:00:00,123
2020-11-05 00:00:00,1492
2020-11-06 00:00:00,4949
2020-11-07 00:00:00,74
2020-11-08 00:00:00,1385
2020-11-09 00:00:00,56
2020-11-10 00:00:00,4914
2020-11-11 00:00:00,80
2020-11-12 00:00:00,95
2020-11-13 00:00:00,2402
2020-11-14 00:00:00,4769
2020-11-15 00:00:00,53
2020-11-16 00:00:00,41
2020-11-17 00:00:00,5083
2020-11-18 00:00:00,28
2020-11-19 00:00:00,1150
2020-11-20 00:00:00,102
2020-11-21 00:00:00,78
2020-11-22 00:00:00,3963
2020-11-23 00:00:00,153
2020-11-24 00:00:00,284
2020-11-25 00:00:00,5199
2020-11-26 00:00:00,8
2020-11-27 00:00:00,12
2020-11-28 00:00:00,99
2020-11-29 00:00:00,5172
2020-11-30 00:00:00,1032
2020-12-01 00:00:00,47
2020-12-02 00:00:00,8
2020-12-03 00:00:00,7463
2020-12-04 00:00:00,40
2020-12-05 00:00:00,11479
2020-12-06 00:00:00,87
2020-12-07 00:00:00,5939
2020-12-08 00:00:00,1049
2020-12-09 00:00:00,742
2020-12-10 00:00:00,2319
2020-12-11 00:00:00,953
2020-12-12 00:00:00,3782
2020-12-13 00:00:00,3941
2020-12-14 00:00:00,6079
2020-12-15 00:00:00,8995
2020-12-16 00:00:00,1004
2020-12-17 00:00:00,1722
2020-12-18 00:00:00,2323
2020-12-19 00:00:00,8321
2020-12-20 00:00:00,2631
2020-12-21 00:00:00,3044
2020-12-22 00:00:00,3162
2020-12-23 00:00:00,5480
2020-12-24 00:00:00,13798
2020-12-25 00:00:00,2513
2020-12-26 00:00:00,11110
2020-12-27 00:00:00,3451
2020-12-28 00:00:00,2064
2020-12-29 00:00:00,3436
2020-12-30 00:00:00,7593
2020-12-31 00:00:00,8041
2021-01-01 00:00:00,5342
2021-01-02 00:00:00,9065
2021-01-03 00:00:00,14463
2021-01-04 00:00:00,4689
2021-01-05 00:00:00,4974
2021-01-06 00:00:00,2350
2021-01-07 00:00:00,3196
2021-01-08 00:00:00,5705
2021-01-09 00:00:00,2284
2021-01-10 00:00:00,5150
2021-01-11 00:00:00,12608
2021-01-12 00:00:00,1692
2021-01-13 00:00:00,5075
2021-01-14 00:00:00,7542
2021-01-15 00:00:00,1444
2021-01-16 00:00:00,5062
2021-01-17 00:00:00,9980
2021-01-18 00:00:00,739
2021-01-19 00:00:00,710
2021-01-20 00:00:00,6158
2021-01-21 00:00:00,5903
2021-01-22 00:00:00,390
2021-01-23 00:00:00,5939
2021-01-24 00:00:00,6363
2021-01-25 00:00:00,1058
2021-01-26 00:00:00,897
2021-01-27 00:00:00,10170
2021-01-28 00:00:00,1888
2021-01-29 00:00:00,764
2021-01-30 00:00:00,4920
2021-01-31 00:00:00,4238
2021-02-01 00:00:00,4621
2021-02-02 00:00:00,3090
2021-02-03 00:00:00,11317
2021-02-04 00:00:00,13318
2021-02-05 00:00:00,4230
2021-02-06 00:00:00,6540
2021-02-07 00:00:00,2350
2021-02-08 00:00:00,4574
2021-02-09 00:00:00,5462
2021-02-10 00:00:00,5528
2021-02-11 00:00:00,11720
2021-02-12 00:00:00,5602
2021-02-13 00:00:00,6268
2021-02-14 00:00:00,5835
2021-02-15 00:00:00,955
2021-02-16 00:00:00,8773
2021-02-17 00:00:00,8923
2021-02-18 00:00:00,5436
2021-02-19 00:00:00,1762
2021-02-20 00:00:00,9988
2021-02-21 00:00:00,8225
2021-02-22 00:00:00,10149
2021-02-23 00:00:00,8842
2021-02-24 00:00:00,2445
2021-02-25 00:00:00,10912
2021-02-26 00:00:00,1704
2021-02-27 00:00:00,10355
2021-02-28 00:00:00,14429
2021-03-01 00:00:00,8631
2021-03-02 00:00:00,4853
2021-03-03 00:00:00,8318
2021-03-04 00:00:00,8918
2021-03-05 00:00:00,1769
2021-03-06 00:00:00,20409
2021-03-07 00:00:00,2609
2021-03-08 00:00:00,3685
2021-03-09 00:00:00,8143
2021-03-10 00:00:00,7504
2021-03-11 00:00:00,318
2021-03-12 00:00:00,5543
2021-03-13 00:00:00,14503
2021-03-14 00:00:00,15187
2021-03-15 00:00:00,6811
2021-03-16 00:00:00,1782
2021-03-17 00:00:00,9014
2021-03-18 00:00:00,7967
2021-03-19 00:00:00,8249
2021-03-20 00:00:00,18927
2021-03-21 00:00:00,13260
2021-03-22 00:00:00,9751
2021-03-23 00:00:00,74
2021-03-24 00:00:00,9519
2021-03-25 00:00:00,1655
2021-03-26 00:00:00,14008
2021-03-27 00:00:00,12837
2021-03-28 00:00:00,23278
2021-03-29 00:00:00,10979
2021-03-30 00:00:00,8574
2021-03-31 00:00:00,9591
2021-04-01 00:00:00,5047
2021-04-02 00:00:00,6742
2021-04-03 00:00:00,2009
2021-04-04 00:00:00,3825
2021-04-05 00:00:00,11763
2021-04-06 00:00:00,1616
2021-04-07 00:00:00,3186
2021-04-08 00:00:00,2405
2021-04-09 00:00:00,13116
2021-04-10 00:00:00,12407
2021-04-11 00:00:00,3328
2021-04-12 00:00:00,656
2021-04-13 00:00:00,2730
2021-04-14 00:00:00,10875
2021-04-15 00:00:00,3978
2021-04-16 00:00:00,2926
2021-04-17 00:00:00,20762
2021-04-18 00:00:00,12331
2021-04-19 00:00:00,8394
2021-04-20 00:00:00,9004
2021-04-21 00:00:00,2243
2021-04-22 00:00:00,9657
2021-04-23 00:00:00,19727
2021-04-24 00:00:00,11090
2021-04-25 00:00:00,1792
2021-04-26 00:00:00,14389
2021-04-27 00:00:00,1309
2021-04-28 00:00:00,9364
2021-04-29 00:00:00,14229
2021-04-30 00:00:00,3459
2021-05-01 00:00:00,6773
2021-05-02 00:00:00,11844
2021-05-03 00:00:00,10945
2021-05-04 00:00:00,7330
2021-05-05 00:00:00,12602
2021-05-06 00:00:00,1525
2021-05-07 00:00:00,6533
2021-05-08 00:00:00,6469
2021-05-09 00:00:00,15285
2021-05-10 00:00:00,10200
2021-05-11 00:00:00,2952
2021-05-12 00:00:00,16458
2021-05-13 00:00:00,21733
2021-05-14 00:00:00,7228
2021-05-15 00:00:00,6716
2021-05-16 00:00:00,9864
2021-05-17 00:00:00,12786
2021-05-18 00:00:00,8507
2021-05-19 00:00:00,3159
2021-05-20 00:00:00,3325
2021-05-21 00:00:00,5245
2021-05-22 00:00:00,14022
2021-05-23 00:00:00,7130
2021-05-24 00:00:00,13643
2021-05-25 00:00:00,7193
2021-05-26 00:00:00,2766
2021-05-27 00:00:00,4426
2021-05-28 00:00:00,10997
2021-05-29 00:00:00,16697
2021-05-30 00:00:00,13409
2021-05-31 00:00:00,8229
2021-06-01 00:00:00,9194
2021-06-02 00:00:00,14262
2021-06-03 00:00:00,9459
2021-06-04 00:00:00,9105
2021-06-05 00:00:00,2957
2021-06-06 00:00:00,7291
2021-06-07 00:00:00,7285
2021-06-08 00:00:00,13767
2021-06-09 00:00:00,6833
2021-06-10 00:00:00,11290
2021-06-11 00:00:00,9686
2021-06-12 00:00:00,4804
2021-06-13 00:00:00,7772
2021-06-14 00:00:00,3568
2021-06-15 00:00:00,6875
2021-06-16 00:00:00,6265
2021-06-17 00:00:00,4612
2021-06-18 00:00:00,5356
2021-06-19 00:00:00,6151
2021-06-20 00:00:00,11705
2021-06-21 00:00:00,1396
2021-06-22 00:00:00,2797
2021-06-23 00:00:00,2910
2021-06-24 00:00:00,7936
2021-06-25 00:00:00,3656
2021-06-26 00:00:00,11278
2021-06-27 00:00:00,4888
2021-06-28 00:00:00,3259
2021-06-29 00:00:00,7080
2021-06-30 00:00:00,3357
2021-07-01 00:00:00,10167
2021-07-02 00:00:00,10372
2021-07-03 00:00:00,29962
2021-07-04 00:00:00,10122
2021-07-05 00:00:00,14221
2021-07-06 00:00:00,2408
2021-07-07 00:00:00,3924
2021-07-08 00:00:00,10707
2021-07-09 00:00:00,8545
2021-07-10 00:00:00,17184
2021-07-11 00:00:00,8588
2021-07-12 00:00:00,10793
2021-07-13 00:00:00,3390
2021-07-14 00:00:00,5406
2021-07-15 00:00:00,9230
2021-07-16 00:00:00,4307
2021-07-17 00:00:00,6688
2021-07-18 00:00:00,5733
2021-07-19 00:00:00,17806
2021-07-20 00:00:00,4323
2021-07-21 00:00:00,12608
2021-07-22 00:00:00,15881
2021-07-23 00:00:00,13560
2021-07-24 00:00:00,25254
2021-07-25 00:00:00,15148
2021-07-26 00:00:00,3772
2021-07-27 00:00:00,4274
2021-07-28 00:00:00,6147
2021-07-29 00:00:00,8980
2021-07-30 00:00:00,4901
2021-07-31 00:00:00,11557
2021-08-01 00:00:00,5895
2021-08-02 00:00:00,2659
2021-08-03 00:00:00,2964
2021-08-04 00:00:00,8206
2021-08-05 00:00:00,4628
2021-08-06 00:00:00,7347
2021-08-07 00:00:00,4012
2021-08-08 00:00:00,3712
2021-08-09 00:00:00,8672
2021-08-10 00:00:00,10702
2021-08-11 00:00:00,13146
2021-08-12 00:00:00,7045
2021-08-13 00:00:00,34094
2021-08-14 00:00:00,2285
2021-08-15 00:00:00,5238
2021-08-16 00:00:00,3638
2021-08-17 00:00:00,8901
2021-08-18 00:00:00,13515
2021-08-19 00:00:00,10117
2021-08-20 00:00:00,11827
2021-08-21 00:00:00,10429
2021-08-22 00:00:00,2438
2021-08-23 00:00:00,10051
2021-08-24 00:00:00,6651
2021-08-25 00:00:00,4840
2021-08-26 00:00:00,2868
2021-08-27 00:00:00,8092
2021-08-28 00:00:00,4325
2021-08-29 00:00:00,2983
2021-08-30 00:00:00,2948
2021-08-31 00:00:00,3699
2021-09-01 00:00:00,12134
2021-09-02 00:00:00,8102
2021-09-03 00:00:00,11570
2021-09-04 00:00:00,5758
2021-09-05 00:00:00,2750
